"Born Charles Dennis Buchinsky in 1921, this The Dirty Dozen and Rider on the Rain actor was known in Italy as Il Brutto (The Ugly One).\n","Charles Bronson","Ernest Borgnine","Telly Savalas","Charles Bronson","Donald Pleasence"
"Born in Vladivostok, Russia in 1920, this Academy Award-winning actor is best know for playing King Mongkut of Siam 4,626 times onstage. He also reprised the role in the film version of the musical.\n","Yul Brenner","Telly Savalas","Yul Brenner","Lee J. Cobb","Peter Sellers"
"Brad Pitt starred in all these movies, except one. Can you spot it?\n","The Beach","Meet Joe Black","Mr.  Mrs. Smith","Oceans Eleven","The Beach"
"Brian Hayes coined the term umop-episdn.  What does it mean?\n","Topsy-turvy","A computer glitch","Alien language","Topsy-turvy","A mishmash of languages"
"British aircraft manufacturer, Saunders Roe, developed the first practical man-carrying hovercraft, the SR-N1. Its first public demonstration, including a cross-channel run, was made in what year?\n","1959","1716","1959","1934","1978"
"Bud Abbott and Lou Costello were a comedy team that lasted for 20 years, from the 1930s through the 1950s. What famous baseball routine are they best known for?\n","Whos on First?","The Ump is Blind!","Whos on First?","Whos Playing Who?","Whos your Daddy?"
"Buddhism, a religion and philosophy based on the teachings of SiddhÄrtha Gautama, traces its origins to which country?\n","India","Taiwan","Thailand","India","China"
"By act of Congress, this is the official alcoholic spirit of the USA.\n","Bourbon","Corn liquor","Gin","Rye","Bourbon"
"By the end of what week does an unborn fetus start to develop fingerprints?\n","18th","16th","18th","15th","20th"
"By the mid-1990s, horror movies were in dire need of something new. The standard formulas were becoming tired and old. One of the most successful films of this period, Scream (1996), was basically tongue-in-cheek and poked fun at the now cliche horror film genre. Which actress did NOT appear in Scream?\n","Sarah Michelle Gellar","Neve Campbell","Sarah Michelle Gellar","Drew Barrymore","Courteney Cox"
"By what name did Marco Polo call the capital of China, present-day Beijing?\n","Cambaluc","Canton","Cambaluc","Peijing","Nahnjing"
"By what nickname was shipping magnate Onasis better known?\n","Ari","Psi","Ari","Soc","Uri"
"Can you name the 2004 television series the following quote is from: Me and 4,399 of my closest friends popped out of a ball of light right about here.\n","The 4400","Taken","Threshold","V","The 4400"
"Can you name the singer who had a big music hit with Mr. Bojangles.\n","Ronald Clyde Crosby","none of these  answers","Ronald Clyde Crosby","Tom Waites","Willie Nelson"
"Canada  is made up of 10 Provinces. How many of them do not border the USA?\n","3","1","2","3","4"
"Captain Edward J. Smith was captain of Titanic. Who was the first officer?\n","William McMaster Murdoch","Archibald Butt","Benjamin Guggenheim","William McMaster Murdoch","John Jacob Astor"
"Cardinal Richelieu, the bad guy in many of the works of Dumas, was a brilliant minister for which king?\n","Louis XIII","Louis XIII","Louis XVI","Louis XV","Louis XIV"
"Carlton Magee invented this often-hated device.\n","The parking meter","The police siren","The parking meter","The income tax short form","The traffic light"
"Ceilidh, pronounced /KAY lee/, is a traditional wedding dance in this country.\n","Scotland","Scotland","Argentina","Spain","Hungary"
"Charles Darwin and this US president were born on the same day of the same year.\n","Abraham Lincoln","Jackson","Andrew Johnson","Abraham Lincoln","Washington"
"Cheirognomy is part of chiromancy, or palm reading. What is the object of its study?\n","The mounts of the palm","The mounts of the palm","The fingers","The feet and toes","The fingernails"
"Chewing gum was released in the American market in the early 1900s but became popular in Europe thanks to US soldiers who fought in this war.\n","WW 1","Persian Gulf War","Afghanistan war","WW 1","WW 2"
"China is the most populous nation in the world. India is second, and the USA is third. What is the fourth most populous nation in the world?\n","Indonesia","Russia","Japan","Indonesia","Pakistan"
"Christianity is not the main religion in this country.\n","Sri Lanka","Armenia","Uruguay","Sri Lanka","East Timor"
"Chuck Berry recorded this song in 1972 and used to call it My Alma Mater. Mary Whitehouse, a British morality campaigner, made an unsuccessful attempt to get the song banned.\n","My Ding-a-Ling","Johnny B. Goode","My Ding-a-Ling","Roll Over Beethoven","Maybelline"
"Clark Gable was in the Army  Air Corps during World War II. Who signed his discharge  papers?\n","Ronald Reagan","Hap Arnold","John Marshall","Ronald Reagan","George Patton"
"Comedian Ron White has a famous nickname that he mentions during the Blue Collar Comedy Tour and also on his albums,  What is that delicious nickname?\n","Tater Salad","Tuna Salad","Mac Salad","Tater Salad","Egg Salad"
"Coming in at #7 on the Forbes List, worth an estimated $7.2 billion, this 70-year-old fictional character got his money from an inheritance and invested it in media and steel. One of his children is married to the hapless Peter Griffin.\n","Carter Pewterschmidt","Steven Jobs","Carter Pewterschmidt","Ted Turner","Montgomery Burns"
"Complete the name of the American printmaking firm that produced prints by hand-colored lithography: ........... and Ives.\n","Currier","Crasnston","Cuttler","Commings","Currier"
"Complete the title of a song by the rock group Creedence Clearwater Revival: Proud _____\n","Mary","Harry","Berry","Barry","Mary"
"Complete the title of this 1990 film, starring Tom Hanks: ....Versus the Volcano.\n","Joe","Gus","Joe","Pat","Tom"
"Complete the title of this 1993 comedy, directed by Eric Schaffer:  My Lifes...\n","... in Turnaround.","... in a Mess.","... in Arrears.","...in Couplets.","... in Turnaround."
"Complete the title to this 1989 Wayne Wang comedy:  Life is Cheap...\n","... But Toilet Paper is Expensive.","... Dont Spend It All in One Place.","... Tivo the Good Parts.","... And There Are No Refunds!","... But Toilet Paper is Expensive."
"Complete the title to this Credence Clearwater Revival tune: Bad Moon ____.\n","Rising","Falling","Rising","Setting","in Aquarius"
"Complete this quote: Apres moi , le ......\n","Deluge","Direz","Denouement","Deluge","Dirge"
"Crop circles, the cause of many contending believes, were adapted by a creative Swedish company for this rather rational purpose.\n","Advertisement","Crop fertilization","Advertisement","Conceptual modern art","Airplane navigation"
"D-Day refers to one of the biggest military operations in history that took place on June 6, 1944. What was the pass word used by the Allied Forces on that day?\n","Mickey Mouse","Mickey Mouse","Overlord","Sceptre","Ike"
"Dactyloscopy, a technique perfected by anthropologist Juan Vucetichs, studies what?\n","Fingerprints","Fingerprints","The shape of human head","Flightless birds","Land dinosaurs"
"Daddy Warbucks is a character in this popular musical that opened in April 21, 1977.\n","Annie","Annie","Xanadu","Phantom of the Opera","Cats"
"David Seaman, Ian Wright, John Jensen, Dennis Bergkamp, David Platt, Patrick Vieira, Marc Overmars, Fredrik Ljungberg, and Thierry Henry are top players who have all played for one of the following soccer clubs.\n","Arsenal FC","Real Madrid CF","Arsenal FC","FC Bayern München","AC Milan"
"Despite her long and tempestuous romance with Rhett Butler, the strong-willed Southern belle Scarlett OHara could not overcome her infatuation with this gentleman.\n","Ashley Wilkes","Frank Kennedy","Stuart Tarleton","Ashley Wilkes","Charles Hamilton"
"Diamond formation is a very slow process. It is estimated that most diamonds found in nature are of what approximate age?\n","1 â€“ 3 billion years old","1 â€“ 3 billion years old","100 â€“ 200 million years old","30 â€“ 40 billion years old","100 000 â€“ 200 000 years old"
"Diamond is the birthstone of people who were born in this month.\n","April","April","March","June","February"
"Diamondsâ€™ properties are commonly measured by the so called â€œfour Cs.â€ What do the four Cs stand for?\n","Carat, clarity, color, and cut","Chemical balance, color, clarity and carat","Carat, capacity, color and clarity","Cut, calcification, carat, and cut","Carat, clarity, color, and cut"
"Doctor Dolittle is the central character of a series of childrens books by this author.\n","Hugh Lofting","J. K. Rowling","Lewis Carroll","L. Frank Baum","Hugh Lofting"
"Doctor Zhivago is a character from a novel of the same name by Boris Pasternak. This is the historical background of the story in the book.\n","Russian Revolution","The USSRs collapse","WWII","Russian Revolution","Brezhnevs reign"
"Dr. Mary Edwards Walker was the first American women to be awarded what?\n","The Congressional Medal of Honor","The Congressional Medal of Honor","The Nobel Peace Prize","The Pulitzer Prize","The Nobel Prize in Medicine"
"Dr. Quinn, Medicine Woman works in this town.\n","Colorado Springs","Boston","Denver","Fort Collins","Colorado Springs"
